Array,timeQSort,timeQSelect,timeRMedian
0,0.8518829345703125,0.03330206871032715,0.029873132705688477
1,0.9120471477508545,0.076416015625,0.0300290584564209
2,0.8928208351135254,0.07250618934631348,0.03181719779968262
3,0.8851172924041748,0.07094192504882812,0.031285762786865234
4,0.890887975692749,0.06668806076049805,0.031722068786621094
5,0.8751931190490723,0.09280824661254883,0.03225994110107422
6,0.9316060543060303,0.03717923164367676,0.03366589546203613
7,0.9099259376525879,0.08034491539001465,0.0324709415435791
8,0.9235410690307617,0.057521820068359375,0.030436038970947266
9,0.8820738792419434,0.12490224838256836,0.029978275299072266
10,0.8892612457275391,0.06361603736877441,0.03029179573059082
11,0.9010989665985107,0.09527397155761719,0.030067920684814453
12,0.8988828659057617,0.09138011932373047,0.029818058013916016
13,0.8989739418029785,0.07849001884460449,0.03378415107727051
14,0.9529922008514404,0.06737208366394043,0.03436684608459473
15,0.9406390190124512,0.06398296356201172,0.03201103210449219
16,0.88559889793396,0.059162139892578125,0.03230786323547363
17,0.8831470012664795,0.07351875305175781,0.029828786849975586
18,0.889286994934082,0.040225982666015625,0.03209400177001953
19,0.9242680072784424,0.09030294418334961,0.030075788497924805
20,0.8881983757019043,0.0932760238647461,0.029855012893676758
21,0.8705291748046875,0.0402829647064209,0.02981090545654297
22,0.894737958908081,0.03931403160095215,0.031295061111450195
23,0.8886692523956299,0.06208515167236328,0.031129121780395508
24,0.884915828704834,0.04030895233154297,0.031204938888549805
25,0.9036908149719238,0.03598475456237793,0.03131413459777832
26,0.9134249687194824,0.07865500450134277,0.03076791763305664
27,0.8890888690948486,0.03850507736206055,0.03102421760559082
28,0.8975081443786621,0.030788183212280273,0.03240013122558594
29,0.9159579277038574,0.06928372383117676,0.030255794525146484
30,0.8782839775085449,0.03175091743469238,0.03178215026855469
31,0.9027178287506104,0.05229616165161133,0.03186678886413574
32,0.9133830070495605,0.06852293014526367,0.031624794006347656
33,0.8901739120483398,0.07418084144592285,0.031958818435668945
34,0.8691468238830566,0.06785011291503906,0.03171873092651367
35,0.8898828029632568,0.09468507766723633,0.03223085403442383
36,0.8784608840942383,0.05826401710510254,0.03201603889465332
37,0.9003751277923584,0.07580113410949707,0.030035018920898438
38,0.9023730754852295,0.05012702941894531,0.03306007385253906
39,0.9140641689300537,0.048497915267944336,0.030699968338012695
40,0.9038450717926025,0.07921504974365234,0.0325930118560791
41,0.9050898551940918,0.060723066329956055,0.030092954635620117
42,0.8954968452453613,0.0881509780883789,0.029881000518798828
43,0.9132030010223389,0.10425019264221191,0.03144717216491699
44,0.9120912551879883,0.07596635818481445,0.03208184242248535
45,0.9083759784698486,0.05167675018310547,0.03186202049255371
46,0.8883521556854248,0.09505605697631836,0.030714988708496094
47,0.8909728527069092,0.039721012115478516,0.03222203254699707
48,0.9025506973266602,0.06428289413452148,0.03220677375793457
49,0.8964619636535645,0.042722225189208984,0.03210783004760742
50,0.8854639530181885,0.06570196151733398,0.03218197822570801
51,0.9184648990631104,0.058779001235961914,0.02988886833190918
52,0.8889567852020264,0.07327413558959961,0.030148029327392578
53,0.8866071701049805,0.03869891166687012,0.030532121658325195
54,0.9177629947662354,0.06165885925292969,0.030640840530395508
55,0.9075949192047119,0.04547715187072754,0.03117513656616211
56,0.8889219760894775,0.04681897163391113,0.033638954162597656
57,0.896885871887207,0.05376625061035156,0.03312397003173828
58,0.9215958118438721,0.0431368350982666,0.030865907669067383
59,0.8852179050445557,0.05524706840515137,0.03126192092895508
60,0.9124341011047363,0.10497426986694336,0.03061985969543457
61,0.8721640110015869,0.0771489143371582,0.03190493583679199
62,0.8777549266815186,0.061516761779785156,0.030215978622436523
63,0.8934860229492188,0.07642078399658203,0.030316591262817383
64,0.8910999298095703,0.07251977920532227,0.030198097229003906
65,0.8894922733306885,0.04924201965332031,0.0312650203704834
66,0.8854749202728271,0.04387998580932617,0.03319120407104492
67,0.8941531181335449,0.05343508720397949,0.03326702117919922
68,0.9181759357452393,0.07410693168640137,0.030084848403930664
69,0.8841898441314697,0.04152226448059082,0.030258893966674805
70,0.8783366680145264,0.05594801902770996,0.03135371208190918
71,0.9104530811309814,0.08119416236877441,0.03125190734863281
72,0.9055860042572021,0.036501169204711914,0.0323641300201416
73,0.893427848815918,0.08487772941589355,0.030801057815551758
74,0.8615868091583252,0.039362192153930664,0.03357887268066406
75,0.8971319198608398,0.03874397277832031,0.03228425979614258
76,0.88002610206604,0.05750012397766113,0.032566070556640625
77,0.8799088001251221,0.0542600154876709,0.030699968338012695
78,0.9495160579681396,0.08142328262329102,0.029857873916625977
79,0.8776772022247314,0.05930781364440918,0.03126406669616699
80,0.9161863327026367,0.09601521492004395,0.031023263931274414
81,0.89727783203125,0.06143498420715332,0.031455039978027344
82,0.8865921497344971,0.04987311363220215,0.03133106231689453
83,0.8646330833435059,0.051219940185546875,0.031143903732299805
84,0.8945050239562988,0.08230996131896973,0.032019853591918945
85,0.8831818103790283,0.07792162895202637,0.032566070556640625
86,0.8684380054473877,0.08417320251464844,0.034295082092285156
87,0.8783631324768066,0.06759119033813477,0.03213214874267578
88,0.8873999118804932,0.04143381118774414,0.032373905181884766
89,0.8892409801483154,0.0709371566772461,0.030839204788208008
90,0.8897390365600586,0.03772401809692383,0.03248190879821777
91,0.8808393478393555,0.06162619590759277,0.03169584274291992
92,0.8743360042572021,0.052266836166381836,0.032303810119628906
93,0.8936631679534912,0.0410771369934082,0.03159499168395996
94,0.901954174041748,0.0749349594116211,0.030086994171142578
95,0.8831632137298584,0.054245948791503906,0.03214097023010254
96,0.8905110359191895,0.07068586349487305,0.03138399124145508
97,0.8909029960632324,0.05049395561218262,0.02997565269470215
98,0.8947560787200928,0.07919502258300781,0.03004288673400879
99,0.8810522556304932,0.0860750675201416,0.029925823211669922
100,0.8966519832611084,0.07120609283447266,0.029934167861938477
101,0.8958311080932617,0.06304097175598145,0.03039693832397461
102,0.9095680713653564,0.049607038497924805,0.030376911163330078
103,0.8992679119110107,0.05042719841003418,0.03132510185241699
104,0.8650529384613037,0.11005806922912598,0.03299403190612793
105,0.8891148567199707,0.08205270767211914,0.030932903289794922
106,0.8929421901702881,0.06544327735900879,0.03322625160217285
107,0.8752179145812988,0.0382390022277832,0.0326998233795166
108,0.8917598724365234,0.04524374008178711,0.031536102294921875
109,0.8795907497406006,0.07147002220153809,0.031197071075439453
110,0.8891308307647705,0.04822993278503418,0.03219914436340332
111,0.9136979579925537,0.053157806396484375,0.03190922737121582
112,0.8997409343719482,0.07824826240539551,0.0315709114074707
113,0.8882019519805908,0.06094503402709961,0.031513214111328125
114,0.8686599731445312,0.08857011795043945,0.030247926712036133
115,0.8785178661346436,0.04546689987182617,0.03321695327758789
116,0.8855669498443604,0.04570794105529785,0.03193187713623047
117,0.8896000385284424,0.03542518615722656,0.03065204620361328
118,0.8906748294830322,0.0792388916015625,0.030402660369873047
119,0.8939967155456543,0.0839848518371582,0.029983043670654297
120,0.8984019756317139,0.05831313133239746,0.030243873596191406
121,0.883181095123291,0.042556047439575195,0.03307604789733887
122,0.9101998805999756,0.05083489418029785,0.03453803062438965
123,0.8810927867889404,0.0445864200592041,0.03289604187011719
124,0.8847000598907471,0.058843135833740234,0.031323909759521484
125,0.9182231426239014,0.0689091682434082,0.030897855758666992
126,0.9157881736755371,0.0872640609741211,0.029926061630249023
127,0.8847198486328125,0.04185891151428223,0.03091120719909668
128,0.8861491680145264,0.05503726005554199,0.032656192779541016
129,0.9466378688812256,0.07222700119018555,0.030089855194091797
130,0.8962628841400146,0.07801198959350586,0.03290104866027832
131,0.8929221630096436,0.05621194839477539,0.0306398868560791
132,0.8952150344848633,0.061057090759277344,0.03043675422668457
133,0.8824961185455322,0.06019020080566406,0.032195091247558594
134,0.8995950222015381,0.05171012878417969,0.03218507766723633
135,0.9087631702423096,0.061200857162475586,0.03166794776916504
136,0.8975460529327393,0.06415104866027832,0.032137155532836914
137,0.9051461219787598,0.05786490440368652,0.033746957778930664
138,0.9220731258392334,0.029766321182250977,0.033576011657714844
139,0.9333798885345459,0.09755206108093262,0.030424118041992188
140,0.8823568820953369,0.06112408638000488,0.030933856964111328
141,0.9222190380096436,0.06283712387084961,0.030466079711914062
142,0.9199919700622559,0.044800758361816406,0.03064894676208496
143,0.8815059661865234,0.05833125114440918,0.03139901161193848
144,0.8878011703491211,0.08979320526123047,0.03358817100524902
145,0.8939089775085449,0.06999015808105469,0.03334999084472656
146,0.8644809722900391,0.07477402687072754,0.03195309638977051
147,0.8967020511627197,0.11717009544372559,0.030417919158935547
148,0.8922960758209229,0.06742310523986816,0.031805992126464844

