Array,timeQSort,timeQSelect,timeRMedian
50,0.8939497470855713,0.08641409873962402,0.031079769134521484
51,0.907332181930542,0.08895707130432129,0.03186988830566406
52,0.8889579772949219,0.05531191825866699,0.032946109771728516
53,0.910175085067749,0.05054616928100586,0.033016204833984375
54,0.9163558483123779,0.1130070686340332,0.031004905700683594
55,0.9052329063415527,0.04032278060913086,0.033299922943115234
56,0.9074809551239014,0.0722191333770752,0.03129172325134277
57,0.9136590957641602,0.03612494468688965,0.031006813049316406
58,0.9344792366027832,0.039067745208740234,0.03126406669616699
59,0.9025509357452393,0.07659268379211426,0.031549930572509766
60,0.9153611660003662,0.11286091804504395,0.03102898597717285
61,0.898176908493042,0.07521510124206543,0.03380608558654785
62,0.8996150493621826,0.06151008605957031,0.03372812271118164
63,0.9003360271453857,0.05985116958618164,0.03354597091674805
64,0.9013180732727051,0.08514881134033203,0.03220105171203613
65,0.9100358486175537,0.05481123924255371,0.03233504295349121
66,0.9166719913482666,0.04578828811645508,0.031230926513671875
67,0.8920679092407227,0.035037994384765625,0.033487796783447266
68,0.9177930355072021,0.07614421844482422,0.03284001350402832
69,0.9227931499481201,0.08926200866699219,0.030970096588134766
70,0.9088797569274902,0.07266998291015625,0.03623390197753906
71,0.9067471027374268,0.06389403343200684,0.030827999114990234
72,0.8970210552215576,0.04732394218444824,0.030924081802368164
73,0.9111239910125732,0.050093889236450195,0.03074789047241211
74,0.8816230297088623,0.03738713264465332,0.032206058502197266
75,0.9424707889556885,0.07240819931030273,0.030884981155395508
76,0.9019811153411865,0.06815385818481445,0.03173494338989258
77,0.8897738456726074,0.07079291343688965,0.030822038650512695
78,0.9301702976226807,0.07175397872924805,0.030851125717163086
79,0.9350180625915527,0.08614611625671387,0.03140902519226074
80,0.904832124710083,0.08406186103820801,0.03059530258178711
81,0.9064493179321289,0.037592172622680664,0.03344297409057617
82,0.9091949462890625,0.04271697998046875,0.03254985809326172
83,0.9680390357971191,0.06589698791503906,0.03126716613769531
84,0.8889570236206055,0.07992815971374512,0.03090524673461914
85,0.9052469730377197,0.040976762771606445,0.031118154525756836
86,0.8978300094604492,0.04021191596984863,0.03235507011413574
87,0.9001369476318359,0.039491891860961914,0.03298807144165039
88,0.9016413688659668,0.05630016326904297,0.033139944076538086
89,0.8914649486541748,0.11108088493347168,0.03235888481140137
90,0.9232070446014404,0.14758658409118652,0.033033132553100586
91,0.9315018653869629,0.06284117698669434,0.03298807144165039
92,0.939673900604248,0.06267309188842773,0.03295183181762695
93,0.9253809452056885,0.052340030670166016,0.033048152923583984
94,0.9504115581512451,0.06144118309020996,0.03276681900024414
95,0.9473302364349365,0.057901859283447266,0.03226017951965332
96,0.9107832908630371,0.049742937088012695,0.030929088592529297
97,0.8748531341552734,0.08284306526184082,0.03334498405456543
98,0.9031579494476318,0.04406404495239258,0.031196117401123047
99,0.9209489822387695,0.03994488716125488,0.03153419494628906

