Array,timeQSort,timeQSelect,timeRMedian,RMedianSuccess
76,0.9392189979553223,0.05600309371948242,0.03515505790710449,549
77,0.9379229545593262,0.06855106353759766,0.03630328178405762,550
78,0.9301629066467285,0.07225203514099121,0.038064002990722656,547
79,0.9107859134674072,0.04162120819091797,0.03320908546447754,547
80,0.9365770816802979,0.04758882522583008,0.03336906433105469,555
81,0.9627299308776855,0.060645103454589844,0.03571009635925293,550
82,0.9160037040710449,0.09360098838806152,0.03359174728393555,554
83,0.9257540702819824,0.04538393020629883,0.03430581092834473,548
84,0.9429621696472168,0.0984501838684082,0.03582620620727539,551
85,0.932685136795044,0.04917716979980469,0.03604292869567871,549
86,0.9082329273223877,0.07051301002502441,0.035205841064453125,547
87,0.9246339797973633,0.06622481346130371,0.036103248596191406,549
88,0.9409229755401611,0.05361676216125488,0.0414128303527832,549
89,0.9633338451385498,0.037992000579833984,0.036089181900024414,550
90,0.9184622764587402,0.06226611137390137,0.03432488441467285,550
91,0.9295532703399658,0.0628662109375,0.0365290641784668,550
92,0.928941011428833,0.05107569694519043,0.03338909149169922,549
93,0.9380741119384766,0.0823519229888916,0.03396296501159668,554
94,0.9189388751983643,0.05236983299255371,0.03665804862976074,552
95,0.9663131237030029,0.06626009941101074,0.03576016426086426,551
96,0.9793252944946289,0.08671712875366211,0.036572933197021484,551
97,0.9983859062194824,0.04324078559875488,0.03530693054199219,547
98,0.9455349445343018,0.08274579048156738,0.0357670783996582,549
99,0.9419741630554199,0.03583502769470215,0.03490710258483887,549
100,0.9360029697418213,0.05194902420043945,0.031677961349487305,552
101,0.9438560009002686,0.07238888740539551,0.03568696975708008,552
102,0.960456132888794,0.08440184593200684,0.03479576110839844,551
103,0.9431841373443604,0.039880990982055664,0.03442502021789551,549
104,0.9243149757385254,0.0460820198059082,0.03357577323913574,551
105,0.9343442916870117,0.08295106887817383,0.03204011917114258,550
106,0.9266021251678467,0.056680917739868164,0.03125882148742676,548
107,0.9589502811431885,0.06779003143310547,0.03425407409667969,551
108,0.9580931663513184,0.05429220199584961,0.033837080001831055,553
109,0.964425802230835,0.049037933349609375,0.03409409523010254,547
110,0.9573962688446045,0.057831764221191406,0.03325009346008301,547
111,0.9399240016937256,0.0758059024810791,0.03377795219421387,552
112,0.9740910530090332,0.05295896530151367,0.03341794013977051,548
113,0.9870378971099854,0.04816889762878418,0.033785104751586914,551
114,0.9450969696044922,0.06277704238891602,0.03365612030029297,551
115,0.9376668930053711,0.0884847640991211,0.03484010696411133,547
116,0.9363119602203369,0.052120208740234375,0.03175020217895508,553
117,0.9059560298919678,0.043634891510009766,0.03146696090698242,551
118,0.9477331638336182,0.05354905128479004,0.03241896629333496,553
119,0.9529931545257568,0.0860898494720459,0.03364992141723633,551
120,0.9230096340179443,0.08593297004699707,0.03355813026428223,551
121,0.9424760341644287,0.04214286804199219,0.03372383117675781,550
122,0.9593608379364014,0.06167864799499512,0.0313720703125,551
123,0.943687915802002,0.061804771423339844,0.03389906883239746,551
124,0.922814130783081,0.08056807518005371,0.0331721305847168,548
125,0.9535949230194092,0.04941916465759277,0.03477191925048828,548
126,0.9289898872375488,0.07846665382385254,0.03372907638549805,548
127,0.9332621097564697,0.07420611381530762,0.03152203559875488,551
128,0.954946756362915,0.05132794380187988,0.03256797790527344,549
129,0.9384617805480957,0.04861807823181152,0.03374314308166504,552
130,0.9250538349151611,0.07326412200927734,0.03335714340209961,548
131,0.9558000564575195,0.08051729202270508,0.03445601463317871,550
132,0.9464118480682373,0.06609487533569336,0.03403615951538086,551
133,0.919672966003418,0.08903765678405762,0.036210060119628906,552
134,0.9511809349060059,0.05002713203430176,0.03404116630554199,550
135,0.954171895980835,0.10933709144592285,0.033637046813964844,553
136,0.9429278373718262,0.04800009727478027,0.03507685661315918,547
137,0.9152951240539551,0.06007194519042969,0.03438615798950195,549
138,0.9427518844604492,0.07225489616394043,0.03376913070678711,549
139,0.9159178733825684,0.041055917739868164,0.036667823791503906,549
140,0.925889253616333,0.04273509979248047,0.03230404853820801,550
141,0.9431419372558594,0.12145686149597168,0.03159308433532715,550
142,0.9742131233215332,0.08759593963623047,0.03417682647705078,549
143,0.9541618824005127,0.07140302658081055,0.03331565856933594,546
144,0.9625341892242432,0.057151079177856445,0.03425288200378418,550
145,0.9589219093322754,0.06271171569824219,0.0335690975189209,549
146,0.9560577869415283,0.07963275909423828,0.03459501266479492,553
147,0.9157359600067139,0.038188934326171875,0.03265714645385742,549
148,0.9127438068389893,0.04594993591308594,0.034616947174072266,550
149,0.9667692184448242,0.10696101188659668,0.032530784606933594,551
150,0.9175469875335693,0.061350107192993164,0.03433084487915039,549
151,0.9208121299743652,0.03730010986328125,0.03208494186401367,550
152,0.9479641914367676,0.04305005073547363,0.032145023345947266,547
153,0.9498238563537598,0.04138684272766113,0.03397417068481445,550
154,0.9250123500823975,0.06905102729797363,0.03134799003601074,551
155,0.9332549571990967,0.0646669864654541,0.03437399864196777,549
156,0.8980319499969482,0.0500788688659668,0.03434014320373535,548
157,0.9260280132293701,0.14809918403625488,0.03421592712402344,551
158,0.9384608268737793,0.0480959415435791,0.03198122978210449,549
159,0.927156925201416,0.09056425094604492,0.03470301628112793,552
160,0.9596211910247803,0.08263325691223145,0.033334970474243164,550
161,0.9354391098022461,0.052407026290893555,0.03499317169189453,551
162,0.9350790977478027,0.06697607040405273,0.03434896469116211,550
163,0.9458401203155518,0.07971692085266113,0.03372311592102051,549
164,0.9617950916290283,0.05925107002258301,0.033181190490722656,551
165,0.9986860752105713,0.075286865234375,0.03162884712219238,552
166,0.9883220195770264,0.06660604476928711,0.03332185745239258,552
167,0.9083490371704102,0.1091160774230957,0.03353285789489746,553
168,0.9435882568359375,0.05769920349121094,0.03391003608703613,550
169,0.9317560195922852,0.0745701789855957,0.03151893615722656,553
170,0.9029879570007324,0.05205893516540527,0.03340411186218262,547
171,0.9220879077911377,0.06582498550415039,0.03195595741271973,552
172,0.941338300704956,0.04516482353210449,0.03530621528625488,548
173,0.9035568237304688,0.04263496398925781,0.03248715400695801,551
174,0.9551138877868652,0.05953526496887207,0.034380197525024414,548
175,1.0222892761230469,0.05915403366088867,0.034439802169799805,549
176,0.9527270793914795,0.06077384948730469,0.03367018699645996,552
177,0.9189648628234863,0.06245303153991699,0.03271198272705078,546
178,0.89151930809021,0.09419083595275879,0.03128695487976074,553
179,0.9025838375091553,0.06895089149475098,0.031398773193359375,550
180,0.908430814743042,0.0628058910369873,0.03272819519042969,551
181,0.9602348804473877,0.042283058166503906,0.03142809867858887,552
182,0.8902580738067627,0.06485891342163086,0.032965898513793945,550
183,0.9049160480499268,0.055417776107788086,0.0343778133392334,546
184,0.8925900459289551,0.04148292541503906,0.03186821937561035,551
185,0.9040868282318115,0.06954598426818848,0.031881093978881836,547
186,0.9190378189086914,0.07396292686462402,0.03160595893859863,551
187,0.9102230072021484,0.08452177047729492,0.031452178955078125,549
188,0.8964328765869141,0.08819580078125,0.0333099365234375,551
189,0.8913228511810303,0.05643796920776367,0.0327458381652832,548
190,0.9113740921020508,0.055413007736206055,0.03291893005371094,553
191,0.95499587059021,0.030823945999145508,0.03434896469116211,549
192,0.9788589477539062,0.033232927322387695,0.03557991981506348,549
193,0.980485200881958,0.10608506202697754,0.03541684150695801,548
194,0.9700479507446289,0.0877370834350586,0.03590106964111328,548
195,0.932999849319458,0.05669116973876953,0.032408952713012695,550
196,0.9655478000640869,0.060801029205322266,0.03566908836364746,549
197,0.9092719554901123,0.06568694114685059,0.03154301643371582,548
198,0.9152092933654785,0.05202507972717285,0.03197598457336426,548
199,0.9169459342956543,0.042005062103271484,0.031193971633911133,552

